symbol,quantity,pnl,timestamp
SBIN,-45,159.5,2025-07-14 23:16:20
RELIANCE,-74,-1957.94,2025-07-14 23:09:12
TCS,-66,3021.28,2025-07-14 22:54:21
ITC,-79,-4779.68,2025-07-14 23:19:35
ITC,72,1272.76,2025-07-14 23:02:40
ONGC,-54,514.1,2025-07-14 23:12:45
ITC,84,4446.3,2025-07-14 22:38:06
BANKNIFTY,-54,3261.71,2025-07-14 22:41:40
NIFTY,-66,-391.95,2025-07-14 22:32:52
ITC,-45,460.91,2025-07-14 23:07:56
ICICIBANK,44,-4827.8,2025-07-14 22:31:27
NIFTY,17,-197.42,2025-07-14 22:49:34
INFY,-29,-3172.22,2025-07-14 23:22:06
RELIANCE,11,960.23,2025-07-14 23:16:05
ONGC,2,-3099.99,2025-07-14 22:41:23
ICICIBANK,-34,-2019.7,2025-07-14 22:49:29
ICICIBANK,-42,2794.93,2025-07-14 22:40:49
TCS,-94,382.38,2025-07-14 23:24:55
NIFTY,49,3327.32,2025-07-14 22:40:39
ITC,12,4705.0,2025-07-14 23:12:08
INFY,-65,4757.02,2025-07-14 23:25:01
ICICIBANK,-78,-2432.2,2025-07-14 23:16:59
ITC,18,-4359.4,2025-07-14 23:30:19
BANKNIFTY,73,3334.23,2025-07-14 23:12:15
TCS,-23,4579.87,2025-07-14 23:19:31
HDFC,-84,199.91,2025-07-14 22:33:23
NIFTY,-77,-7.0,2025-07-14 22:34:18
ICICIBANK,-94,1082.09,2025-07-14 22:42:07
TCS,47,-2915.56,2025-07-14 22:36:35
BANKNIFTY,-18,-4501.2,2025-07-14 23:10:36
HDFC,99,-4993.26,2025-07-14 23:03:09
ONGC,48,4178.46,2025-07-14 22:58:59
INFY,76,333.71,2025-07-14 23:20:43
TCS,-43,-3705.54,2025-07-14 23:20:36
ITC,-9,-2385.55,2025-07-14 22:33:32
BANKNIFTY,49,1265.73,2025-07-14 23:21:44
BANKNIFTY,37,3551.37,2025-07-14 23:07:30
ICICIBANK,-96,3941.93,2025-07-14 23:23:13
HDFC,65,918.24,2025-07-14 23:16:51
ITC,25,-1017.25,2025-07-14 22:45:23
SBIN,21,1176.45,2025-07-14 23:17:36
ITC,44,2010.42,2025-07-14 23:28:49
BANKNIFTY,22,4323.7,2025-07-14 22:36:25
ICICIBANK,-23,2106.18,2025-07-14 23:10:21
ITC,86,-3621.18,2025-07-14 22:58:09
TCS,8,-4749.94,2025-07-14 22:33:17
SBIN,-36,3966.13,2025-07-14 22:59:41
RELIANCE,-29,2746.0,2025-07-14 22:31:44
ITC,-58,-3012.81,2025-07-14 23:17:08
TCS,-93,-506.37,2025-07-14 22:54:28
ICICIBANK,100,406.87,2025-07-14 22:45:28
ITC,-46,-3439.0,2025-07-14 23:18:41
RELIANCE,-62,-3912.07,2025-07-14 23:17:44
RELIANCE,98,2372.62,2025-07-14 23:17:02
BANKNIFTY,-93,-462.71,2025-07-14 22:57:05
INFY,64,-4693.14,2025-07-14 23:15:01
BANKNIFTY,97,3052.01,2025-07-14 23:03:11
SBIN,91,-3043.62,2025-07-14 22:48:04
BANKNIFTY,70,-905.12,2025-07-14 23:11:19
NIFTY,-40,-3809.83,2025-07-14 23:20:13
BANKNIFTY,-3,-2136.49,2025-07-14 23:28:58
RELIANCE,34,-3072.19,2025-07-14 23:11:53
ONGC,-49,3294.37,2025-07-14 23:11:19
INFY,-72,4419.92,2025-07-14 22:36:45
TCS,-46,-4077.4,2025-07-14 23:22:09
RELIANCE,-75,-427.5,2025-07-14 22:39:32
RELIANCE,71,-1469.58,2025-07-14 23:12:09
ITC,-81,-4038.21,2025-07-14 23:00:35
ICICIBANK,53,535.38,2025-07-14 22:45:48
BANKNIFTY,56,-1293.46,2025-07-14 22:43:19
RELIANCE,43,1341.72,2025-07-14 23:00:26
ONGC,32,1652.79,2025-07-14 23:29:35
BANKNIFTY,-99,3572.95,2025-07-14 23:22:21
ITC,-31,-2898.01,2025-07-14 22:36:12
SBIN,90,758.48,2025-07-14 22:34:21
BANKNIFTY,32,-370.01,2025-07-14 22:53:48
RELIANCE,-59,-2218.65,2025-07-14 23:11:31
TCS,90,-4607.95,2025-07-14 22:51:40
NIFTY,-12,4893.61,2025-07-14 22:50:17
ONGC,38,4468.12,2025-07-14 23:11:26
RELIANCE,-66,2655.4,2025-07-14 22:56:03
HDFC,-41,2507.84,2025-07-14 22:57:31
ITC,-21,-3008.11,2025-07-14 22:56:23
ITC,14,99.07,2025-07-14 23:07:27
ICICIBANK,81,-2172.31,2025-07-14 23:18:44
BANKNIFTY,-44,4300.99,2025-07-14 23:19:57
NIFTY,-64,4455.53,2025-07-14 23:11:40
BANKNIFTY,73,449.56,2025-07-14 23:28:18
INFY,49,-2844.27,2025-07-14 23:08:47
BANKNIFTY,-88,464.89,2025-07-14 22:48:44
NIFTY,52,-4618.05,2025-07-14 22:39:06
RELIANCE,-51,-4884.37,2025-07-14 23:21:42
ONGC,-61,2070.66,2025-07-14 23:04:49
ICICIBANK,-22,-1246.0,2025-07-14 22:41:31
TCS,2,3695.48,2025-07-14 23:29:40
ICICIBANK,6,-403.26,2025-07-14 22:38:29
RELIANCE,32,1212.96,2025-07-14 22:59:36
RELIANCE,3,4910.54,2025-07-14 23:06:02
RELIANCE,-17,496.88,2025-07-14 23:04:00
HDFC,63,611.11,2025-07-14 23:19:37
TCS,68,-3438.35,2025-07-14 22:36:28
INFY,-86,3010.57,2025-07-14 22:41:12
RELIANCE,-22,-2922.5,2025-07-14 22:56:59
BANKNIFTY,41,1532.11,2025-07-14 23:14:02
ITC,28,935.29,2025-07-14 22:43:59
RELIANCE,-55,-4855.84,2025-07-14 23:18:57
INFY,44,2042.87,2025-07-14 23:26:11
TCS,36,1439.89,2025-07-14 23:16:07
INFY,7,-1031.87,2025-07-14 22:45:51
INFY,-74,151.33,2025-07-14 22:42:37
ITC,34,4819.87,2025-07-14 22:37:20
BANKNIFTY,-97,2708.89,2025-07-14 22:51:12
HDFC,-12,-3972.22,2025-07-14 22:40:42
ONGC,50,407.28,2025-07-14 23:28:04
RELIANCE,97,-1251.44,2025-07-14 22:43:49
HDFC,33,-303.85,2025-07-14 22:36:11
ICICIBANK,17,3805.49,2025-07-14 22:55:46
ONGC,66,411.85,2025-07-14 23:24:39
SBIN,45,-3396.49,2025-07-14 22:51:28
SBIN,-35,3056.65,2025-07-14 22:38:20
NIFTY,89,-4426.2,2025-07-14 23:27:00
TCS,72,-1557.2,2025-07-14 22:57:28
ONGC,81,3467.84,2025-07-14 23:01:24
TCS,-30,-3923.66,2025-07-14 22:36:22
RELIANCE,1,719.98,2025-07-14 22:35:49
HDFC,-66,3081.26,2025-07-14 23:29:40
ONGC,26,2150.84,2025-07-14 23:19:50
INFY,-90,-834.22,2025-07-14 22:39:47
SBIN,-43,1576.88,2025-07-14 23:24:29
ONGC,83,-2516.01,2025-07-14 23:18:29
ITC,-8,3747.8,2025-07-14 23:21:38
SBIN,-36,-2950.5,2025-07-14 22:38:36
RELIANCE,-68,-2127.68,2025-07-14 22:43:10
RELIANCE,-63,-796.06,2025-07-14 23:08:22
INFY,38,880.25,2025-07-14 23:25:11
RELIANCE,1,2827.3,2025-07-14 22:41:48
ONGC,14,4173.79,2025-07-14 22:53:38
ICICIBANK,-35,-1432.24,2025-07-14 22:56:36
NIFTY,-23,-3996.74,2025-07-14 23:25:52
BANKNIFTY,95,343.68,2025-07-14 23:16:31
ICICIBANK,7,-3734.07,2025-07-14 23:26:40
TCS,-85,-3486.27,2025-07-14 23:25:46
TCS,-31,3417.27,2025-07-14 23:17:02
ICICIBANK,-58,831.83,2025-07-14 22:47:55
SBIN,2,4508.52,2025-07-14 23:11:51
NIFTY,-66,-1002.87,2025-07-14 23:26:42
INFY,26,4763.69,2025-07-14 22:33:18
ITC,100,3995.86,2025-07-14 23:16:45
RELIANCE,81,397.9,2025-07-14 23:25:41
RELIANCE,-82,-4703.93,2025-07-14 23:29:21
SBIN,4,-3155.98,2025-07-14 23:03:00
ICICIBANK,-83,1340.87,2025-07-14 23:16:45
SBIN,95,4383.29,2025-07-14 22:47:18
TCS,-25,2668.04,2025-07-14 22:41:57
ICICIBANK,-3,1038.98,2025-07-14 22:54:34
TCS,61,-3353.61,2025-07-14 22:48:34
NIFTY,-89,-1903.99,2025-07-14 22:52:09
INFY,19,754.27,2025-07-14 22:35:14
TCS,-80,3759.39,2025-07-14 23:15:37
RELIANCE,13,1931.43,2025-07-14 23:17:06
RELIANCE,-84,-4160.45,2025-07-14 23:20:48
INFY,-78,2874.55,2025-07-14 23:07:05
BANKNIFTY,-81,-2110.06,2025-07-14 23:10:46
TCS,80,-3947.68,2025-07-14 22:38:17
ICICIBANK,-67,812.94,2025-07-14 23:30:07
TCS,99,-1674.25,2025-07-14 23:01:25
NIFTY,100,-462.46,2025-07-14 22:32:33
ICICIBANK,-68,3131.18,2025-07-14 22:42:51
ITC,-33,-3667.8,2025-07-14 23:30:48
HDFC,97,-3284.27,2025-07-14 23:01:31
RELIANCE,13,3927.4,2025-07-14 22:58:03
INFY,39,-3144.55,2025-07-14 22:41:55
BANKNIFTY,-99,-1628.99,2025-07-14 23:24:18
RELIANCE,-3,2281.47,2025-07-14 22:46:39
TCS,16,-4304.8,2025-07-14 23:02:18
ONGC,29,-2151.4,2025-07-14 23:01:39
NIFTY,40,4903.38,2025-07-14 22:40:13
ITC,-73,-4586.63,2025-07-14 22:51:49
INFY,25,1359.24,2025-07-14 22:44:16
SBIN,-19,-4939.5,2025-07-14 23:28:09
ICICIBANK,-86,-3228.8,2025-07-14 22:47:43
ONGC,18,4518.51,2025-07-14 22:39:13
RELIANCE,-34,-2849.67,2025-07-14 22:36:26
ITC,-55,4206.05,2025-07-14 23:01:13
RELIANCE,56,-2436.33,2025-07-14 23:13:34
NIFTY,92,4329.85,2025-07-14 23:03:25
ICICIBANK,68,-3672.11,2025-07-14 23:15:27
ONGC,-88,-4765.94,2025-07-14 23:15:01
RELIANCE,59,-2583.5,2025-07-14 23:27:15
ITC,-3,1189.22,2025-07-14 22:38:21
TCS,-22,-4797.11,2025-07-14 22:38:47
HDFC,-6,-4014.06,2025-07-14 22:41:03
INFY,52,3260.09,2025-07-14 23:03:32
HDFC,-52,1709.48,2025-07-14 23:27:36
ONGC,62,-3330.55,2025-07-14 22:52:55
HDFC,52,-1291.63,2025-07-14 23:26:16
HDFC,-8,-4337.6,2025-07-14 22:43:31
NIFTY,0,-1046.53,2025-07-14 23:01:09
TCS,79,4556.65,2025-07-14 22:50:02
ITC,-70,-2908.57,2025-07-14 22:42:33
RELIANCE,82,1223.96,2025-07-14 23:00:33
SBIN,53,3022.51,2025-07-14 22:55:45
BANKNIFTY,-52,1932.71,2025-07-14 22:40:17
ONGC,63,-4929.64,2025-07-14 22:39:43
ICICIBANK,-1,2359.98,2025-07-14 23:15:14
NIFTY,-67,693.58,2025-07-14 22:35:40
INFY,69,-387.35,2025-07-14 23:14:52
RELIANCE,41,-1461.85,2025-07-14 23:07:52
INFY,-84,-4864.1,2025-07-14 23:30:18
BANKNIFTY,25,1045.44,2025-07-14 22:49:19
SBIN,-44,2506.35,2025-07-14 22:39:57
SBIN,13,2677.33,2025-07-14 22:46:11
HDFC,-11,1768.9,2025-07-14 22:58:23
ITC,52,1496.27,2025-07-14 23:08:34
ONGC,93,-1657.48,2025-07-14 22:37:35
ONGC,-13,-33.15,2025-07-14 23:20:25
ICICIBANK,80,-3118.46,2025-07-14 23:20:55
BANKNIFTY,-41,286.26,2025-07-14 22:41:47
TCS,-72,-4788.43,2025-07-14 22:44:27
TCS,-39,-4895.87,2025-07-14 23:22:16
HDFC,89,-2595.67,2025-07-14 22:32:43
TCS,44,-81.19,2025-07-14 23:26:25
ONGC,-60,-3071.4,2025-07-14 23:06:39
HDFC,89,1739.68,2025-07-14 22:51:38
INFY,20,4632.93,2025-07-14 22:57:13
TCS,5,-1111.61,2025-07-14 22:43:13
RELIANCE,-16,-861.26,2025-07-14 23:15:30
SBIN,47,2987.17,2025-07-14 23:18:00
SBIN,-4,3084.16,2025-07-14 23:27:26
SBIN,80,723.27,2025-07-14 23:24:36
HDFC,11,1691.69,2025-07-14 22:53:08
INFY,-71,4910.68,2025-07-14 23:22:02
RELIANCE,-42,1993.66,2025-07-14 22:59:45
ITC,-21,717.73,2025-07-14 22:53:00
RELIANCE,-64,-4048.21,2025-07-14 23:11:56
NIFTY,-85,-503.83,2025-07-14 22:33:08
TCS,-42,-3063.21,2025-07-14 23:09:49
RELIANCE,-61,2193.49,2025-07-14 23:28:47
BANKNIFTY,-28,-4636.78,2025-07-14 22:54:34
ICICIBANK,-93,-2160.82,2025-07-14 22:41:32
ONGC,-17,1102.0,2025-07-14 23:30:50
NIFTY,-94,2869.7,2025-07-14 22:45:13
ONGC,-48,-4597.25,2025-07-14 22:53:35
ICICIBANK,-42,-744.43,2025-07-14 23:15:46
RELIANCE,-32,1217.19,2025-07-14 22:43:16
ITC,29,4369.63,2025-07-14 23:23:33
ONGC,81,2229.04,2025-07-14 23:24:28
INFY,25,1883.34,2025-07-14 22:52:50
NIFTY,86,-1395.66,2025-07-14 22:52:35
RELIANCE,-7,-4807.65,2025-07-14 22:32:30
ONGC,23,4618.61,2025-07-14 23:27:19
ONGC,76,-4218.7,2025-07-14 23:00:38
ONGC,-10,4566.02,2025-07-14 22:32:42
RELIANCE,16,1845.15,2025-07-14 22:41:16
INFY,-87,3997.9,2025-07-14 22:40:46
INFY,-94,2820.35,2025-07-14 22:38:18
ICICIBANK,97,-303.97,2025-07-14 23:09:03
NIFTY,-44,-1198.35,2025-07-14 22:46:17
SBIN,72,-4013.24,2025-07-14 23:21:13
HDFC,61,1045.24,2025-07-14 23:11:02
INFY,-76,-4493.16,2025-07-14 23:10:06
NIFTY,-11,-1731.67,2025-07-14 23:11:22
NIFTY,93,-2168.77,2025-07-14 23:23:46
ONGC,-48,2768.22,2025-07-14 23:16:13
RELIANCE,29,-958.79,2025-07-14 22:31:42
RELIANCE,20,2341.28,2025-07-14 22:46:23
BANKNIFTY,98,-3316.57,2025-07-14 22:43:18
NIFTY,-12,-1926.86,2025-07-14 22:39:51
SBIN,83,4852.6,2025-07-14 23:21:53
SBIN,-95,-4440.7,2025-07-14 23:12:59
TCS,-6,-3018.75,2025-07-14 23:01:37
TCS,-30,-2955.13,2025-07-14 23:11:08
ITC,45,4344.43,2025-07-14 23:10:16
BANKNIFTY,-6,4399.96,2025-07-14 23:02:17
HDFC,-100,3364.3,2025-07-14 23:05:48
TCS,98,-4825.2,2025-07-14 22:57:14
SBIN,-52,3235.8,2025-07-14 23:26:19
RELIANCE,-93,-2297.74,2025-07-14 22:33:48
TCS,94,1974.63,2025-07-14 23:28:10
NIFTY,-60,-459.07,2025-07-14 22:33:32
ONGC,-95,-1790.22,2025-07-14 22:34:43
NIFTY,30,-3509.73,2025-07-14 23:02:49
INFY,-98,1797.4,2025-07-14 23:03:30
ICICIBANK,-60,-1842.48,2025-07-14 23:24:05
SBIN,45,4532.84,2025-07-14 22:33:56
TCS,-22,-2364.48,2025-07-14 23:30:05
NIFTY,-53,-4745.91,2025-07-14 23:25:03
ONGC,-46,-4735.27,2025-07-14 23:07:20
TCS,38,-4416.21,2025-07-14 23:07:33
SBIN,42,3829.45,2025-07-14 23:09:33
TCS,4,4371.96,2025-07-14 23:20:55
NIFTY,-27,-4020.45,2025-07-14 22:35:54
ITC,95,-4311.3,2025-07-14 23:07:47
ICICIBANK,-24,-2467.41,2025-07-14 23:31:09
BANKNIFTY,34,412.89,2025-07-14 22:56:48
ITC,55,-2701.73,2025-07-14 22:54:41
ITC,-53,-3430.91,2025-07-14 23:00:44
ICICIBANK,-35,-1834.55,2025-07-14 22:37:26
TCS,-48,-2892.79,2025-07-14 23:09:52
ICICIBANK,-1,-4824.22,2025-07-14 23:27:08
SBIN,84,4459.0,2025-07-14 23:30:01
BANKNIFTY,47,2893.25,2025-07-14 23:20:54
ICICIBANK,31,4870.92,2025-07-14 23:03:08
NIFTY,62,3864.82,2025-07-14 22:56:45
ONGC,-68,-473.79,2025-07-14 22:54:25
RELIANCE,-69,-4793.95,2025-07-14 23:13:32
SBIN,47,-3404.8,2025-07-14 23:09:07
SBIN,23,-4340.0,2025-07-14 22:49:41
ONGC,73,1167.42,2025-07-14 22:32:56
ICICIBANK,-94,4389.98,2025-07-14 23:08:36
ICICIBANK,-61,370.24,2025-07-14 23:17:04
TCS,-73,1640.48,2025-07-14 23:03:52
RELIANCE,-11,-1367.08,2025-07-14 22:54:50
INFY,1,-1941.62,2025-07-14 23:07:16
ONGC,-71,4477.28,2025-07-14 23:25:29
INFY,100,3578.78,2025-07-14 22:40:19
ONGC,-55,-1663.98,2025-07-14 22:52:34
BANKNIFTY,55,1509.91,2025-07-14 22:51:32
ONGC,-46,-386.57,2025-07-14 23:18:20
SBIN,-98,-768.87,2025-07-14 22:32:18
INFY,40,1217.08,2025-07-14 23:08:45
HDFC,-99,2189.88,2025-07-14 23:04:26
ONGC,56,3803.47,2025-07-14 22:42:31
ONGC,-8,3757.89,2025-07-14 23:30:49
ITC,20,-2666.9,2025-07-14 22:37:37
BANKNIFTY,22,352.47,2025-07-14 23:12:37
NIFTY,-92,-4767.53,2025-07-14 22:37:21
RELIANCE,-41,2393.74,2025-07-14 23:16:07
ONGC,90,-3504.69,2025-07-14 23:24:11
ICICIBANK,-32,-3.82,2025-07-14 22:47:40
NIFTY,12,3034.18,2025-07-14 22:52:58
INFY,32,-1965.66,2025-07-14 23:17:58
BANKNIFTY,-31,-60.17,2025-07-14 22:33:10
HDFC,-27,1198.44,2025-07-14 23:24:37
TCS,-89,-3442.1,2025-07-14 23:00:12
ONGC,78,1485.05,2025-07-14 22:44:06
ONGC,79,3164.94,2025-07-14 23:17:29
ITC,8,3400.22,2025-07-14 23:29:40
RELIANCE,-90,-2117.75,2025-07-14 22:47:18
NIFTY,86,957.1,2025-07-14 23:29:57
INFY,-68,-2227.75,2025-07-14 23:23:08
BANKNIFTY,67,2702.99,2025-07-14 23:12:15
ONGC,-8,4902.96,2025-07-14 22:45:41
ICICIBANK,-31,-3235.93,2025-07-14 23:14:10
ONGC,-1,1631.86,2025-07-14 23:30:06
ICICIBANK,26,424.83,2025-07-14 23:14:43
TCS,98,-798.26,2025-07-14 23:04:31
SBIN,28,-4090.74,2025-07-14 22:44:52
TCS,-56,-442.45,2025-07-14 23:24:36
ITC,65,1743.79,2025-07-14 22:48:12
ONGC,-29,-382.45,2025-07-14 22:59:19
TCS,23,-3884.98,2025-07-14 22:53:13
ITC,-7,-4959.22,2025-07-14 22:36:01
ONGC,-1,-4072.38,2025-07-14 22:38:09
ONGC,-11,-3124.04,2025-07-14 22:36:57
INFY,83,-1338.76,2025-07-14 23:26:53
BANKNIFTY,97,-2385.6,2025-07-14 23:25:11
SBIN,2,-564.26,2025-07-14 22:37:58
ITC,76,-2058.13,2025-07-14 23:02:00
NIFTY,51,-1967.32,2025-07-14 23:20:37
RELIANCE,-11,3182.21,2025-07-14 22:38:12
RELIANCE,-79,2927.55,2025-07-14 22:31:18
INFY,59,2967.08,2025-07-14 23:22:04
TCS,-59,3020.36,2025-07-14 23:23:16
NIFTY,-99,-3530.98,2025-07-14 23:26:15
TCS,55,2039.45,2025-07-14 23:25:08
RELIANCE,-12,2952.5,2025-07-14 23:01:41
SBIN,-27,2242.63,2025-07-14 23:21:58
SBIN,-64,-4696.31,2025-07-14 23:20:57
BANKNIFTY,56,1756.32,2025-07-14 22:32:13
ONGC,35,4182.15,2025-07-14 22:31:47
BANKNIFTY,-64,3132.28,2025-07-14 23:26:09
ICICIBANK,-65,-2826.47,2025-07-14 22:53:11
BANKNIFTY,72,768.28,2025-07-14 22:39:53
BANKNIFTY,-55,-812.65,2025-07-14 23:23:14
ICICIBANK,-79,566.43,2025-07-14 23:26:15
RELIANCE,-80,276.66,2025-07-14 22:57:56
RELIANCE,59,-1894.64,2025-07-14 22:50:41
NIFTY,10,-3495.56,2025-07-14 22:43:34
INFY,-20,-3375.81,2025-07-14 22:38:07
HDFC,86,1113.54,2025-07-14 23:17:48
ONGC,-36,-3766.73,2025-07-14 22:31:33
BANKNIFTY,-31,-2801.89,2025-07-14 23:10:53
HDFC,69,-3346.2,2025-07-14 23:26:17
ONGC,-38,-139.15,2025-07-14 23:21:56
SBIN,-12,-4218.39,2025-07-14 22:45:23
RELIANCE,65,-940.74,2025-07-14 22:33:17
NIFTY,-33,1591.58,2025-07-14 23:19:55
INFY,57,-2221.88,2025-07-14 22:58:47
INFY,26,-3154.95,2025-07-14 23:28:17
ITC,24,34.5,2025-07-14 22:41:10
TCS,13,4648.57,2025-07-14 23:30:20
TCS,55,-2657.85,2025-07-14 22:47:54
ONGC,-56,-1475.13,2025-07-14 23:15:20
HDFC,-5,-4018.44,2025-07-14 22:57:28
RELIANCE,-24,-4719.04,2025-07-14 22:59:22
NIFTY,51,-2822.03,2025-07-14 23:20:11
RELIANCE,2,1679.1,2025-07-14 23:21:36
TCS,58,1828.69,2025-07-14 22:41:17
HDFC,-15,1402.44,2025-07-14 23:16:50
SBIN,-2,4321.04,2025-07-14 22:42:46
RELIANCE,-10,2227.6,2025-07-14 22:48:22
NIFTY,14,1446.91,2025-07-14 23:28:05
ONGC,-93,4757.56,2025-07-14 23:17:30
NIFTY,-87,-2367.05,2025-07-14 22:44:10
NIFTY,27,465.05,2025-07-14 23:02:37
BANKNIFTY,69,-4158.43,2025-07-14 22:37:08
TCS,60,2541.97,2025-07-14 22:43:53
HDFC,-81,-2183.74,2025-07-14 22:35:04
NIFTY,-26,3397.61,2025-07-14 22:43:06
TCS,-24,2213.98,2025-07-14 22:41:27
ONGC,-68,-3691.56,2025-07-14 23:29:13
TCS,-79,-1120.79,2025-07-14 22:41:34
RELIANCE,-93,-1500.58,2025-07-14 23:01:16
NIFTY,86,-1505.9,2025-07-14 23:21:14
ONGC,42,2253.51,2025-07-14 22:36:02
INFY,-61,-2478.36,2025-07-14 23:25:25
INFY,76,-3438.2,2025-07-14 22:46:31
ICICIBANK,67,-1361.52,2025-07-14 22:34:31
BANKNIFTY,-32,-4156.62,2025-07-14 22:50:03
INFY,-73,-3208.72,2025-07-14 22:33:50
INFY,2,1660.92,2025-07-14 22:37:59
HDFC,66,-1161.51,2025-07-14 22:42:22
ICICIBANK,84,-4912.13,2025-07-14 22:43:25
NIFTY,-40,-2497.86,2025-07-14 22:48:17
RELIANCE,50,3748.78,2025-07-14 23:18:43
ICICIBANK,-62,-1788.21,2025-07-14 23:22:05
INFY,6,-4174.7,2025-07-14 22:46:33
NIFTY,-68,3262.12,2025-07-14 23:27:48
INFY,-46,3933.88,2025-07-14 22:47:25
RELIANCE,-75,4720.4,2025-07-14 22:51:06
RELIANCE,18,-1435.29,2025-07-14 23:24:17
BANKNIFTY,31,4165.62,2025-07-14 22:33:44
BANKNIFTY,-44,1858.54,2025-07-14 23:01:21
NIFTY,54,-3282.64,2025-07-14 23:07:07
ITC,32,-571.0,2025-07-14 22:40:58
INFY,47,-2436.8,2025-07-14 23:26:23
TCS,-88,4049.79,2025-07-14 22:47:33
NIFTY,-81,-232.54,2025-07-14 23:28:39
ICICIBANK,72,-1008.32,2025-07-14 22:57:41
TCS,-65,-2789.92,2025-07-14 22:55:21
ONGC,87,1639.71,2025-07-14 22:58:29
ICICIBANK,64,2529.45,2025-07-14 22:36:19
BANKNIFTY,-17,-4334.98,2025-07-14 23:23:59
ITC,1,736.83,2025-07-14 23:26:27
BANKNIFTY,1,2751.04,2025-07-14 22:59:13
ONGC,-83,-3989.54,2025-07-14 22:37:43
ONGC,-16,3285.02,2025-07-14 23:03:57
ITC,72,-2968.65,2025-07-14 22:32:47
RELIANCE,13,3246.48,2025-07-14 22:42:46
HDFC,-98,-768.95,2025-07-14 23:00:28
ITC,92,-2499.45,2025-07-14 22:48:33
NIFTY,33,1838.33,2025-07-14 22:46:55
SBIN,62,2745.83,2025-07-14 22:34:37
RELIANCE,-21,651.93,2025-07-14 23:24:46
BANKNIFTY,57,-2008.36,2025-07-14 22:41:50
RELIANCE,42,-2897.5,2025-07-14 22:35:20
RELIANCE,69,2315.69,2025-07-14 22:31:34
TCS,-80,504.65,2025-07-14 22:55:51
RELIANCE,-55,-3493.12,2025-07-14 22:36:55
ICICIBANK,-100,-3418.21,2025-07-14 23:14:41
BANKNIFTY,42,3301.07,2025-07-14 23:09:02
BANKNIFTY,25,-817.88,2025-07-14 23:12:44
RELIANCE,21,-1198.18,2025-07-14 23:28:14
ICICIBANK,-59,257.69,2025-07-14 23:21:45
ICICIBANK,95,-4027.95,2025-07-14 22:33:15
INFY,12,-2273.37,2025-07-14 22:56:34
NIFTY,11,-878.97,2025-07-14 22:31:10
INFY,-47,3828.66,2025-07-14 23:05:41
SBIN,85,2032.67,2025-07-14 22:45:12
RELIANCE,64,-2210.62,2025-07-14 22:45:07
HDFC,29,711.72,2025-07-14 22:54:14
ONGC,-62,-4712.56,2025-07-14 22:48:15
INFY,84,3549.09,2025-07-14 23:28:35
ITC,-85,1269.32,2025-07-14 23:05:21
INFY,-38,878.98,2025-07-14 23:04:55
INFY,11,-621.93,2025-07-14 22:40:45
ONGC,4,-1133.74,2025-07-14 22:45:05
ITC,63,-1792.77,2025-07-14 22:51:08
ITC,37,4563.29,2025-07-14 22:40:37
ONGC,-39,-166.01,2025-07-14 23:13:11
TCS,94,2883.72,2025-07-14 22:58:00
INFY,-28,-2394.63,2025-07-14 22:51:32
ONGC,56,-1979.4,2025-07-14 22:33:37
NIFTY,-67,-4450.09,2025-07-14 23:18:44
HDFC,-6,1584.56,2025-07-14 23:20:24
NIFTY,34,1263.28,2025-07-14 22:57:52
BANKNIFTY,-32,-3268.09,2025-07-14 22:59:50
HDFC,58,3436.49,2025-07-14 23:28:27
INFY,-44,-550.57,2025-07-14 22:46:04
BANKNIFTY,-82,3120.46,2025-07-14 22:43:58
BANKNIFTY,-62,2722.96,2025-07-14 23:30:29
NIFTY,-34,-3989.6,2025-07-14 23:09:32
RELIANCE,-22,-2543.18,2025-07-14 23:19:05
NIFTY,26,3287.7,2025-07-14 22:33:39
ONGC,-11,3290.93,2025-07-14 22:45:43
ITC,-51,-809.14,2025-07-14 23:14:40
BANKNIFTY,-65,-14.94,2025-07-14 23:18:49
ITC,-16,626.47,2025-07-14 22:39:32
INFY,44,2197.9,2025-07-14 22:39:14
HDFC,71,422.96,2025-07-14 22:36:18
NIFTY,-96,-3610.78,2025-07-14 22:47:03
NIFTY,-8,-171.33,2025-07-14 22:57:22
NIFTY,13,2404.98,2025-07-14 23:30:34
ICICIBANK,-96,-743.74,2025-07-14 22:37:41
TCS,-41,-2800.32,2025-07-14 23:07:00
SBIN,-3,4120.58,2025-07-14 23:29:13
ICICIBANK,12,1029.11,2025-07-14 22:32:30
HDFC,90,-2968.87,2025-07-14 23:14:25
TCS,-67,-3790.86,2025-07-14 22:40:17
HDFC,-67,4426.09,2025-07-14 23:08:15
RELIANCE,69,-4678.43,2025-07-14 22:57:57
SBIN,23,-2191.69,2025-07-14 23:01:03
ICICIBANK,-23,816.8,2025-07-14 22:46:37
BANKNIFTY,25,689.63,2025-07-14 22:52:12
HDFC,-7,634.95,2025-07-14 23:22:13
SBIN,53,-2443.2,2025-07-14 22:52:50
RELIANCE,98,2774.08,2025-07-14 23:27:15
ITC,-47,-2187.66,2025-07-14 22:32:43
ONGC,-27,-697.76,2025-07-14 22:33:18
ITC,100,-1118.24,2025-07-14 22:44:56
INFY,73,-208.33,2025-07-14 22:53:05
ONGC,-11,-624.5,2025-07-14 22:45:23
TCS,55,-2137.46,2025-07-14 23:25:51
RELIANCE,-14,1872.55,2025-07-14 23:08:31
